imu_to_display,predict_to_display,render_to_display,wall_time
1601960500378.5752,3.946455,5.071084,0.0
1601960500497.9219,17.901697,64.690432,119.346669
1601960500528.6807,17.085371,23.926937,150.105571
1601960500545.4722,1.663437,9.561628,166.897135
1601960500561.9702,2.51058,4.808991,183.395054
1601960500578.65,2.441298,21.488679,200.074742
1601960500595.1907,2.550423,9.537564,216.615479
1601960500611.999,2.735775,26.345897,233.423812
1601960500628.659,2.416721,9.195884,250.083787
1601960500645.3303,2.302955,25.867443,266.755346
1601960500662.0396,2.834468,4.622455,283.464283
1601960500678.6853,2.847397,21.268061,300.109889
1601960500695.8354,3.320314,11.810629,317.26019
1601960500712.0085,2.191206,27.983733,333.433294
4.708091,2.903207,6.295269,350.150423
4.125408,2.357326,22.983373,366.838527
6.274147,2.703453,10.665135,383.626635
5.799822,2.595737,27.196432,400.157932
9.4518,2.829444,6.001847,416.867029
26.143648,2.813891,22.693695,433.558877
42.824615,2.435825,9.358547,450.239844
123.467468,8.568014,8.888125,533.819922
4.188963,2.731903,4.055037,550.541276
5.747723,2.587512,20.589309,567.075548
5.320568,2.621722,4.12496,583.686945
5.17496,2.819267,20.922316,600.484301
5.788493,2.540374,9.611967,617.123891
7.467419,2.706878,26.285638,633.797562
6.260675,2.805955,10.856793,650.693516
3.733485,2.477139,27.342135,667.178858
4.51749,2.58572,9.755493,683.898643
6.166495,2.692221,26.36977,700.51292
5.840303,2.199942,8.151611,717.189823
5.408508,2.425201,24.721886,733.760098
5.345305,2.702878,10.0765,750.67458
4.896836,2.550871,26.639382,767.237462
4.68873,2.295915,8.604624,784.056548
5.404475,2.717022,25.303096,800.75502
4.033596,2.517589,10.188666,817.435412
3.791856,2.319116,8.637938,834.152861
5.263028,2.564087,25.167058,850.681981
3.949752,2.431985,9.547004,867.380646
3.71326,2.394735,9.083014,884.081422
5.352729,2.638906,25.73246,900.730868
3.011116,2.284618,8.401702,917.361145
4.738844,2.919015,25.178546,934.137989
6.282084,2.447986,9.879851,950.651557
5.058667,2.863269,7.254258,967.505365
4.656088,2.741375,23.892375,984.143482
6.335078,2.527765,10.126166,1000.686459
5.070635,3.01934,26.881889,1017.442182
4.68809,2.484883,9.855082,1034.066091
4.373579,2.474227,9.164202,1050.773684
5.063627,2.684829,25.903444,1067.512926
6.747386,2.396656,9.24203,1084.11085
5.985686,2.760992,25.955767,1100.824587
3.115825,2.35547,8.738167,1117.467057
5.853552,2.9242,25.518659,1134.247549
5.654215,2.535606,9.211148,1151.047242
5.415771,2.822883,25.937653,1167.773747
22.682622,19.216893,26.754171,1201.112513
4.425518,2.74944,8.856412,1217.795017
5.94562,2.80637,6.006103,1234.322921
4.565812,2.679485,22.623612,1250.94043
6.169919,2.642363,10.4914,1267.62815
3.991545,2.924616,27.215697,1284.352447
5.613509,2.460947,9.50761,1300.988357
5.533729,2.886566,26.436141,1317.916888
4.195491,2.325836,9.391829,1334.56387
5.758508,2.717022,25.999065,1351.171106
5.472991,2.576632,9.533179,1367.90414
5.106317,2.659355,26.12851,1384.499471
5.956629,2.61561,9.484697,1401.347071
5.474654,2.619673,26.001752,1417.864126
4.960999,2.556823,10.399396,1434.450498
4.872066,2.419504,8.936287,1451.24571
3.61748,2.886374,25.682314,1467.991737
8.148635,2.432753,9.945935,1484.525242
4.999432,2.892806,11.650013,1501.428555
4.507729,2.630266,7.411096,1517.941995
3.290041,2.679356,24.124577,1534.655476
4.846081,2.653404,10.433797,1551.316795
3.591207,2.301003,10.028883,1567.984034
5.07406,2.401424,9.271855,1584.572645
4.837344,2.55055,10.016785,1601.232395
4.528755,2.556951,9.974192,1617.955765
4.272231,2.53935,9.598014,1634.689087
6.028664,2.806338,26.319399,1651.410472
6.658966,2.844069,7.502397,1668.042094
5.193457,2.744096,24.140002,1684.679699
4.905476,2.671484,10.397731,1701.311736
4.706907,2.952553,27.187792,1718.101797
4.276838,2.216647,9.199307,1734.676999
5.984758,2.74688,25.901588,1751.37928
7.851085,2.894727,10.463879,1768.255009
5.396923,2.363822,9.718212,1784.796706
6.013143,2.714366,26.333352,1801.411846
4.719419,2.580568,9.704323,1818.123951
4.477264,2.844261,26.453486,1834.873114
3.989209,2.372942,9.472024,1851.426171
4.793791,2.832708,26.263877,1868.218024
4.526834,2.735615,10.6732,1884.935953
4.078974,2.499604,10.024626,1901.537909
5.835471,2.454994,9.580669,1918.256382
5.543425,2.697149,26.275621,1934.951334
5.259893,2.765985,10.734355,1951.693745
4.811007,2.463826,9.796519,1968.225105
5.462558,2.407824,9.171594,1984.911225
5.223443,2.748672,25.922773,2001.662404
3.976152,2.807394,10.621421,2018.385709
5.429149,2.499348,9.647137,2034.976177
5.247668,2.814115,26.366986,2051.696026
5.972053,2.778209,10.769332,2068.418243
5.600164,2.534998,10.474471,2085.013767
5.320919,2.587096,9.916909,2101.752657
4.940486,2.330925,9.256366,2118.371414
6.713464,2.663195,26.00284,2135.117888
5.358585,2.564695,10.039026,2151.764934
