#{"version": "3.2", "pandas_kwargs": {"dtype": {"comment": "str"}, "keep_default_na": false, "index_col": [0, 1], "comment": "#"}}
thread_id,frame_id,function_id,caller_frame_id,cpu_time_start,cpu_time,wall_time_start,wall_time,function_name,comment
0,1,1,0,98587541,115053618,496863395586642,131374763,_p_one_iteration,6
0,2,1,0,213754853,13007372,496863531317052,15595756,,6
0,3,1,0,226828593,11096548,496863549940101,11664543,,6
0,4,1,0,237960104,7951491,496863566159220,8605489,,6
0,5,1,0,246179710,2068120,496863581760508,4133703,,6
0,6,1,0,248260675,11515737,496863596266419,16360163,,6
0,7,1,0,259823217,3274890,496863613256601,47135705,,6
0,8,1,0,263120059,7967801,496863671328513,8498809,,6
0,9,1,0,271129186,7247819,496863686747539,9261970,,6
0,10,1,0,278394026,3221304,496863702754473,3221233,,6
0,11,1,0,281675983,4320368,496863717125552,4346581,,6
0,12,1,0,286012832,10753091,496863738785693,10875212,,6
0,13,1,0,296855284,10488024,496863754687545,11438751,,6
0,14,1,0,307356836,3233174,496863771285038,3258936,,6
0,15,1,0,310631358,3968965,496863785582959,4196368,,6
0,16,1,0,314643329,4910585,496863800170364,5003429,,6
0,17,1,0,319599797,5680809,496863816285178,10859561,,6
0,18,1,0,325333884,2006382,496863832184121,7473311,,6
0,19,1,0,327371610,10557958,496863848046667,15629829,,6
0,20,1,0,337964719,4882364,496863865070778,7176682,,6
0,21,1,0,342913396,8530602,496863885060267,9706941,,6
0,22,1,0,351462946,3264269,496863901028172,3267318,,6
0,23,1,0,354767644,8113509,496863915325582,8423947,,6
0,24,1,0,362940328,6011359,496863931658647,7264780,,6
0,25,1,0,369008254,3158233,496863947338264,6780689,,6
0,26,1,0,372183213,10223092,496863962697736,20151236,,6
0,27,1,0,382412609,7912148,496863982855044,23777025,,6
0,28,1,0,390346200,11699223,496864006652288,13656915,,6
0,29,1,0,402130108,2817790,496864023678646,5576229,,6
0,30,1,0,404975195,3295773,496864039095783,3301371,,6
0,31,1,0,408327050,3670374,496864053397844,3671271,,6
0,32,1,0,412015615,3007055,496864067774683,3065696,,6
0,33,1,0,415057460,3351826,496864082045824,3354311,,6
0,34,1,0,418428835,10676745,496864096300999,10774824,,6
0,35,1,0,429131172,12008186,496864112102851,12418209,,6
0,36,1,0,441179094,2827571,496864128512336,4382783,,6
0,37,1,0,444024014,3225074,496864143109273,3235270,,6
0,38,1,0,447281561,3587634,496864157399145,3869401,,6
