Godot Engine v3.2.1.stable.custom_build - https://godotengine.org
OpenGL ES 3.0 Renderer: NVIDIA Tegra Xavier (nvgpu)/integrated
 
cpu_timer,app,1597916834604245798,1597916834604246054,1597916834604253702,606652064,606655392
cpu_timer,app,1597916834657373620,1597916834657374164,1597916834657383156,630590560,630594304
cpu_timer,app,1597916834664598372,1597916834664598628,1597916834664602788,630851808,630853568
cpu_timer,app,1597916834671691921,1597916834671692465,1597916834671698801,630979136,630982048
cpu_timer,app,1597916834678733948,1597916834678734204,1597916834678737564,631059488,631061024
cpu_timer,app,1597916834686156369,1597916834686156625,1597916834686161681,631514560,631516640
cpu_timer,app,1597916834693494916,1597916834693495236,1597916834693500228,631889984,631892384
cpu_timer,app,1597916834700541039,1597916834700541295,1597916834700545104,631966336,631968064
cpu_timer,app,1597916834708031430,1597916834708031846,1597916834708062247,632491840,632494400
cpu_timer,app,1597916834715329880,1597916834715330136,1597916834715334712,632802208,632804032
cpu_timer,app,1597916834722393732,1597916834722394276,1597916834722400740,632900384,632903232
cpu_timer,app,1597916834729427311,1597916834729427695,1597916834729432207,632967328,632969344
cpu_timer,app,1597916834736485243,1597916834736485787,1597916834736491739,633060192,633062912
cpu_timer,app,1597916834743522982,1597916834743523462,1597916834743530023,633130752,633133696
cpu_timer,app,1597916834750563858,1597916834750564210,1597916834750569522,633205984,633208384
cpu_timer,app,1597916834757626846,1597916834757627326,1597916834757633566,633303456,633306272
cpu_timer,app,1597916834764661897,1597916834764662377,1597916834764694634,633372096,633401312
cpu_timer,app,1597916834772040445,1597916834772040669,1597916834772045437,633737120,633739232
cpu_timer,app,1597916834779246605,1597916834779246893,1597916834779251181,633985792,633987648
cpu_timer,app,1597916834786532958,1597916834786533214,1597916834786538014,634313600,634315552
cpu_timer,app,1597916834793560681,1597916834793561193,1597916834793567689,634372512,634375488
cpu_timer,app,1597916834800611061,1597916834800611445,1597916834800616757,634442016,634444352
cpu_timer,app,1597916834807662273,1597916834807662785,1597916834807668513,634532000,634534560
cpu_timer,app,1597916834814679596,1597916834814679820,1597916834814682796,634589792,634591168
cpu_timer,app,1597916834821706615,1597916834821707095,1597916834821712631,634655456,634657984
cpu_timer,app,1597916834828696865,1597916834828697249,1597916834828701761,634721728,634723840
cpu_timer,app,1597916834835772046,1597916834835772526,1597916834835778766,634798752,634801696
cpu_timer,app,1597916834842884827,1597916834842885147,1597916834842888827,634921376,634923008
cpu_timer,app,1597916834849898342,1597916834849898726,1597916834849904070,634972800,634975200
cpu_timer,app,1597916834857032851,1597916834857033171,1597916834857037140,635095104,635096960
cpu_timer,app,1597916834864044734,1597916834864045086,1597916834864050718,635145728,635148288
cpu_timer,app,1597916834871102698,1597916834871103146,1597916834871108426,635262592,635264960
cpu_timer,app,1597916834878147254,1597916834878147766,1597916834878185783,635343072,635377792
cpu_timer,app,1597916834885205858,1597916834885206146,1597916834885211234,635463936,635466432
cpu_timer,app,1597916834892264974,1597916834892265390,1597916834892297166,635561600,635590496
cpu_timer,app,1597916834899339994,1597916834899340282,1597916834899342938,635641248,635642400
cpu_timer,app,1597916834906456839,1597916834906457351,1597916834906463175,635796192,635798272
cpu_timer,app,1597916834913469042,1597916834913469298,1597916834913473490,635850080,635851520
cpu_timer,app,1597916834920522014,1597916834920522366,1597916834920526942,635940672,635942752
cpu_timer,app,1597916834927527561,1597916834927527881,1597916834927530697,635988000,635989216
cpu_timer,app,1597916834934547956,1597916834934548244,1597916834934551444,636048512,636049984
cpu_timer,app,1597916834941602399,1597916834941602687,1597916834941606144,636143168,636144512
cpu_timer,app,1597916834948616010,1597916834948616522,1597916834948621290,636193696,636195712
cpu_timer,app,1597916834955660950,1597916834955661302,1597916834955665782,636304576,636306336
cpu_timer,app,1597916834962671777,1597916834962699489,1597916834962703905,636380192,636382112
cpu_timer,app,1597916834969892817,1597916834969893041,1597916834969895697,636547360,636548448
cpu_timer,app,1597916834976923804,1597916834976924156,1597916834976928252,636622528,636624352
cpu_timer,app,1597916834983936999,1597916834983937447,1597916834983963655,636678912,636702816
cpu_timer,app,1597916834991004659,1597916834991005011,1597916834991009075,636784320,636786048
cpu_timer,app,1597916834998007325,1597916834998007709,1597916834998012382,636843456,636845440
cpu_timer,app,1597916835005094090,1597916835005094602,1597916835005099530,636955712,636957792
cpu_timer,app,1597916835012079380,1597916835012079796,1597916835012084404,637016480,637018432
cpu_timer,app,1597916835019117024,1597916835019117536,1597916835019122208,637089760,637091776
cpu_timer,app,1597916835026188652,1597916835026189068,1597916835026194220,637203680,637205888
cpu_timer,app,1597916835033623137,1597916835033623361,1597916835033627457,637669280,637670688
cpu_timer,app,1597916835040929875,1597916835040930131,1597916835040933459,637979616,637980928
cpu_timer,app,1597916835048114786,1597916835048115074,1597916835048118914,638207040,638208544
cpu_timer,app,1597916835055122925,1597916835055123405,1597916835055128013,638252000,638254048
cpu_timer,app,1597916835062422271,1597916835062422687,1597916835062426495,638594752,638596032
cpu_timer,app,1597916835069654671,1597916835069654927,1597916835069658447,638857984,638859360
cpu_timer,app,1597916835076908575,1597916835076908831,1597916835076912639,639122176,639123424
cpu_timer,app,1597916835084133167,1597916835084133423,1597916835084136975,639383648,639385120
cpu_timer,app,1597916835091440481,1597916835091440737,1597916835091444385,639723648,639725120
cpu_timer,app,1597916835098636977,1597916835098637297,1597916835098640785,639959488,639960800
cpu_timer,app,1597916835105850432,1597916835105850688,1597916835105867873,640207904,640222912
