imu_to_display,predict_to_display,render_to_display,wall_time
1602038369313.2954,18.790122,21.895162,0.0
1602038369395.7263,2.26545,104.326036,82.430874
1602038369429.1343,18.330388,137.733957,115.838795
1602038369715.0332,271.867427,423.632661,401.737499
1602038369746.632,17.587025,455.231922,433.33676
1602038369779.899,19.496778,488.498653,466.603491
1602038369814.0637,20.144905,522.663186,500.768024
1602038369863.6787,35.784513,572.278358,550.383196
1602038369913.169,34.41664,621.768691,599.873529
1602038369946.949,19.960512,655.548566,633.653404
1602038369980.911,20.004675,46.809953,667.615336
1602038370013.309,18.573152,79.208227,700.01361
1602038370029.881,2.679837,95.780166,716.585549
1602038370063.24,17.803004,129.139093,749.944476
1602038370096.6003,18.902447,162.499525,783.304908
1602038370113.3938,2.87655,179.292978,800.098361
1602038370146.8813,15.616758,212.780295,833.585678
1602038370163.6506,2.918792,229.549747,850.35513
1602038370196.6755,18.257041,262.574835,883.380218
1602038370230.1716,19.325634,296.07076,916.876143
1602038370246.7783,2.596569,312.677581,933.482964
1602038370280.7659,18.71927,346.664985,967.470368
1602038370314.6033,19.908126,380.502463,1001.307846
1602038370346.7412,18.394839,412.640437,1033.44582
1602038370396.811,35.586935,462.71003,1083.515413
1602038370430.236,19.229086,496.13536,1116.940743
1602038370497.0103,52.046677,562.909218,1183.714601
1602038370531.9634,21.105685,597.862427,1218.66781
1602038370580.13,33.37304,646.028987,1266.83437
1602038370614.1987,19.681556,680.098028,1300.903411
1602038370663.7327,35.410255,729.631947,1350.43733
1602038370714.5537,36.775535,780.452615,1401.257998
1602038370749.0188,20.43583,814.918057,1435.72344
1602038370780.4607,16.837167,42.47948,1467.165287
1602038370814.6663,20.034531,76.684846,1501.370653
1602038370847.4126,18.513661,109.431265,1534.117072
1602038370864.136,2.661756,126.154539,1550.840346
1602038370897.356,18.340277,159.374804,1584.060611
1602038370919.2107,7.933777,181.229548,1605.915355
1602038370948.177,15.137376,210.195535,1634.881342
1602038370964.1484,1.975932,226.16719,1650.852997
1602038371034.2576,54.592394,296.276434,1720.962241
1602038371064.5408,16.060299,326.559379,1751.245186
1602038371131.5483,43.263804,393.567103,1818.25291
1602038371181.3352,34.466723,443.353994,1868.039801
1602038371232.431,37.325127,494.449618,1919.135425
1602038371264.7822,18.396888,526.801011,1951.486818
1602038371330.9353,39.75228,592.953911,2017.639718
1602038371365.0295,19.866492,627.048233,2051.73404
1602038371398.4495,18.83518,43.601996,2085.153962
1602038371431.4749,18.533342,76.627372,2118.179338
1602038371464.71,19.357444,109.862517,2151.414483
1602038371500.6199,21.892058,145.772379,2187.324345
1602038371531.6392,16.992118,176.791678,2218.343644
1602038371564.982,19.290466,210.134509,2251.686475
1602038371598.407,19.541933,243.559455,2285.111421
1602038371633.4,21.21529,278.552442,2320.104408
1602038371665.0034,17.487245,310.155992,2351.707958
1602038371698.618,19.357476,343.770451,2385.322417
1602038371714.8638,2.365262,360.016327,2401.568293
1602038371749.522,19.838619,394.674547,2436.226513
1602038371782.6853,19.258848,427.837689,2469.389655
1602038371815.1714,18.191502,460.323808,2501.875774
724.68855,40.685188,526.815668,2568.367634
43.578698,35.951176,576.713636,2618.265602
25.929078,19.0902,610.042994,2651.59496
52.611215,45.740399,676.743184,2718.29515
31.79111,26.424525,717.172808,2758.724774
35.953672,31.942861,764.130512,2805.682478
40.511612,30.170235,810.677189,2852.229155
14.094351,2.912359,26.038139,2868.947852
29.843948,19.99629,60.762058,2903.671771
41.018932,34.689165,109.936601,2952.846314
34.703694,18.507709,142.613193,2985.522906
57.021596,44.589881,209.78214,3052.691853
24.786945,18.971698,242.594066,3085.503779
52.358403,34.034607,294.351609,3137.261322
24.202821,17.022071,325.986168,3168.895881
47.890003,43.497863,395.931725,3238.841438
21.667567,16.083756,426.622304,3269.532017
17.990244,13.116994,64.591259,3318.903273
11.779427,1.646028,81.215712,3335.527726
25.386236,18.262385,114.881854,3369.193868
8.766808,2.612634,131.580935,3385.892949
24.159267,18.625474,165.550802,3419.862816
24.331787,19.161787,198.787548,3453.099562
10.125847,1.980541,214.579963,3468.891977
25.895188,19.470729,249.348523,3503.660537
25.209173,17.779099,281.716493,3536.028507
10.502601,2.337197,297.91123,3552.223244
28.426762,19.201853,331.841352,3586.153366
30.439399,23.055184,368.878338,3623.190352
22.767939,15.365195,398.247768,3652.559782
10.394371,2.516373,414.792153,3669.104167
59.295749,50.651731,481.794853,3736.106867
42.613917,36.140976,532.093032,3786.405046
27.060203,19.355365,565.489658,3819.801672
26.95799,18.190222,598.561532,3852.873546
42.036611,34.511717,648.549392,3902.861406
43.539048,34.468227,698.763567,3953.075581
42.099462,32.628782,748.551995,4002.864009
27.769227,19.264672,783.221735,4037.533749
22.89172,17.46894,38.71876,4069.707149
11.519416,2.702686,55.374639,4086.363028
28.356902,19.441384,90.135967,4121.124356
28.334885,18.063848,122.150864,4153.139253
9.679266,2.419473,138.461831,4169.45022
24.173412,18.408248,172.053889,4203.042278
10.69861,2.444274,188.537408,4219.525797
27.163343,19.214302,222.993986,4253.982375
31.237292,21.000688,257.983229,4288.971618
31.82532,16.950964,288.782229,4319.770618
10.590732,2.693533,305.393978,4336.382367
26.565396,18.483452,339.360966,4370.349355
10.993024,2.44245,355.854437,4386.842826
37.59074,18.905647,389.491553,4420.479942
11.826662,2.137891,405.565356,4436.553745
28.186047,18.217423,439.014784,4470.003173
50.332356,39.60789,497.184689,4528.173078
42.184297,27.96162,538.991913,4569.980302
75.823398,63.305472,616.775851,4647.76424
19.131706,8.322883,639.039126,4670.027515
29.352885,19.010164,672.437159,4703.425548
41.712019,32.072051,722.584867,4753.573256
43.43578,32.449189,772.61657,4803.604959
35.99457,24.080512,810.88187,4841.870259
21.325184,13.773025,50.019702,4870.605355
13.880262,2.267402,66.098018,4886.683671
29.4262,18.195054,99.673979,4920.259632
26.940101,19.523084,133.196946,4953.782599
23.4985,17.905312,166.685383,4987.271036
27.676327,19.250687,199.854254,5020.439907
11.986797,2.513205,216.303755,5036.889408
26.876514,18.716742,250.153169,5070.738822
9.072198,2.414096,266.344642,5086.930295
37.763516,18.28085,299.935388,5120.521041
10.143831,2.202118,316.3686,5136.954253
28.007478,18.28389,350.209502,5170.795155
13.225511,2.410896,366.351533,5186.937186
27.632357,19.934559,400.900788,5221.486441
30.193372,18.421848,433.451037,5254.03669
41.17065,33.193703,483.44709,5304.032743
45.717102,36.147313,533.72178,5354.307433
46.133538,34.451554,583.485983,5404.071636
20.798119,2.608985,600.075362,5420.661015
27.250772,16.830543,633.520406,5454.106059
43.044178,32.553162,689.416381,5510.002034
64.761667,47.315032,751.287866,5571.873519
33.863591,18.718791,784.156915,5604.742568
31.814344,18.560543,19.265792,5637.687044
13.42728,1.866295,35.912294,5654.333546
29.147436,18.787946,69.581956,5688.003208
13.291307,2.224296,85.831192,5704.252444
28.529006,18.980754,119.953962,5738.375214
30.422599,18.919536,152.877446,5771.298698
12.106291,2.548503,169.586767,5788.008019
29.69162,18.433017,202.740468,5821.16172
10.958142,2.654812,219.390203,5837.811455
27.291061,18.393016,252.70276,5871.124012
14.805648,2.481267,269.209223,5887.630475
28.38372,18.721639,302.854212,5921.275464
9.815209,2.408368,319.278016,5937.699268
30.465481,18.406552,352.888891,5971.310143
9.89886,2.064416,369.321975,5987.743227
40.681284,26.248261,411.111503,6029.532755
21.954525,11.155527,436.389318,6054.81057
46.782303,34.757584,486.411644,6104.832896
45.813107,35.65353,536.240746,6154.661998
47.002474,35.34606,586.686772,6205.108024
26.26423,19.115065,619.711988,6238.13324
26.572148,19.058486,653.072099,6271.493351
47.416638,34.589961,703.832764,6322.254016
44.264938,32.788853,753.68881,6372.110062
29.20907,21.007601,790.785319,6409.206571
27.212273,15.083933,39.805179,6438.213104
19.419655,9.490938,89.878004,6488.285929
44.534423,34.470307,140.134517,6538.542442
26.02265,18.804171,173.120019,6571.527944
45.58484,35.133826,223.111944,6621.519869
45.724943,33.821669,273.189633,6671.597558
51.090952,36.599846,323.623914,6722.031839
27.625893,18.964722,357.160066,6755.567991
45.905079,36.134384,407.377953,6805.785878
45.398911,34.126035,456.940546,6855.348471
28.284739,21.50852,52.504586,6892.206985
25.168178,15.886499,82.395704,6922.098103
10.82956,2.731551,99.029726,6938.732125
29.949329,16.356569,133.120975,6972.823374
12.640652,1.741297,148.894701,6988.5971
29.129931,18.54083,182.356801,7022.0592
10.01877,2.948041,199.244882,7038.947281
28.179071,18.277202,232.461723,7072.164122
12.674413,2.608665,248.983579,7088.685978
30.357604,18.681605,282.513011,7122.21541
14.217718,2.974955,299.417541,7139.11994
25.599879,17.993765,332.902138,7172.604537
16.080492,2.183078,349.461084,7189.163483
29.207694,20.2035,384.447415,7224.149814
29.572928,18.536542,416.865979,7256.568378
25.399165,14.986745,449.606285,7289.308684
24.360973,15.540083,499.979156,7339.681555
47.784751,35.418959,550.015659,7389.718058
26.988936,18.763657,583.214931,7422.91733
28.898432,18.736007,616.163535,7455.865934
44.916489,36.191124,666.474067,7506.176466
28.290563,18.608865,699.516723,7539.219122
54.96982,45.32134,766.23509,7605.937489
13.822659,3.57671,4.3931,7623.833073
28.041592,17.655509,36.585701,7656.025674
12.532327,2.533366,53.271053,7672.711026
45.376126,35.22935,103.889119,7723.329092
31.320848,18.71495,137.15377,7756.593743
45.666892,34.179349,186.65636,7806.096333
30.470633,18.352757,219.863024,7839.302997
